"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"03.02.2023","141,09","138,18","142,33","138,13","11,50M","1,55%"
"02.02.2023","138,94","140,00","140,46","138,00","11,82M","-0,47%"
"01.02.2023","139,59","138,21","140,88","138,12","8,84M","-0,26%"
"31.01.2023","139,96","139,88","140,07","138,25","9,19M","0,60%"
"30.01.2023","139,13","139,23","140,09","138,91","6,73M","-0,85%"
"27.01.2023","140,32","140,61","141,26","139,75","7,49M","0,24%"
"26.01.2023","139,98","139,42","140,06","138,36","7,49M","0,62%"
"25.01.2023","139,12","138,05","139,12","137,25","8,97M","0,48%"
"24.01.2023","138,45","140,29","140,29","135,00","6,94M","0,86%"
"23.01.2023","137,27","135,12","137,96","134,82","10,49M","1,62%"
"20.01.2023","135,08","135,16","135,49","133,55","13,09M","0,24%"
"19.01.2023","134,75","135,32","135,90","133,59","13,30M","-1,33%"
"18.01.2023","136,57","138,92","140,73","136,41","13,39M","-3,00%"
"17.01.2023","140,80","141,17","141,54","139,23","14,29M","-1,55%"
"13.01.2023","143,01","135,60","143,49","134,80","20,20M","2,52%"
"12.01.2023","139,49","140,00","140,86","139,22","11,00M","-0,10%"
"11.01.2023","139,63","138,90","139,75","138,10","8,70M","0,74%"
"10.01.2023","138,60","137,79","138,72","137,31","9,05M","0,90%"
"09.01.2023","137,37","138,60","138,88","136,88","8,48M","-0,41%"
"06.01.2023","137,94","136,13","138,38","134,49","10,03M","1,91%"
"05.01.2023","135,35","135,66","135,71","133,70","8,38M","-0,76%"
"04.01.2023","136,38","135,99","137,68","135,57","11,69M","0,93%"
"03.01.2023","135,12","135,24","136,74","133,89","11,05M","0,76%"
"30.12.2022","134,10","132,81","134,33","132,44","9,29M","0,66%"
"29.12.2022","133,22","132,93","133,27","132,31","6,59M","0,57%"
"28.12.2022","132,46","131,85","133,41","131,01","8,83M","0,55%"
"27.12.2022","131,74","131,57","132,22","130,55","5,41M","0,35%"
"23.12.2022","131,28","130,58","131,44","129,64","5,09M","0,47%"
"22.12.2022","130,66","131,10","131,30","128,41","8,65M","-1,13%"
"21.12.2022","132,16","132,18","132,98","131,77","8,05M","1,12%"
"20.12.2022","130,69","130,97","132,05","130,20","8,55M","0,48%"
"19.12.2022","130,06","129,65","131,33","129,09","9,02M","0,60%"
"16.12.2022","129,29","129,15","129,90","128,43","21,13M","-0,62%"
"15.12.2022","130,10","131,15","132,08","129,05","12,09M","-2,48%"
"14.12.2022","133,41","133,78","135,71","132,76","9,97M","-0,50%"
"13.12.2022","134,08","136,88","137,09","133,08","10,03M","-0,10%"
"12.12.2022","134,21","132,40","134,65","131,60","8,84M","1,55%"
"09.12.2022","132,16","132,20","133,76","132,00","7,96M","-0,54%"
"08.12.2022","132,88","132,33","132,98","131,43","8,91M","1,05%"
"07.12.2022","131,50","131,31","133,08","130,33","11,74M","-0,07%"
"06.12.2022","131,59","133,39","135,11","129,87","13,97M","0,17%"
"05.12.2022","131,37","134,24","134,57","130,60","10,15M","-2,80%"
"02.12.2022","135,16","134,49","135,35","133,34","8,93M","-0,79%"
"01.12.2022","136,24","138,18","138,66","135,43","8,86M","-1,40%"
"30.11.2022","138,18","136,09","138,18","133,19","14,76M","1,19%"
"29.11.2022","136,56","134,66","136,64","134,41","7,93M","1,64%"
"28.11.2022","134,35","136,07","136,71","134,19","9,91M","-1,75%"
"25.11.2022","136,74","136,48","137,14","136,05","3,22M","0,19%"
"23.11.2022","136,48","134,94","136,50","134,86","7,32M","1,07%"
"22.11.2022","135,04","134,00","135,27","133,69","9,19M","1,50%"
"21.11.2022","133,05","133,74","134,56","132,75","7,80M","-0,59%"
"18.11.2022","133,84","134,57","134,67","132,28","9,47M","0,98%"
"17.11.2022","132,54","132,00","132,89","131,28","8,82M","-0,44%"
"16.11.2022","133,12","133,00","133,56","132,03","7,89M","0,14%"
"15.11.2022","132,94","134,68","135,71","131,60","14,04M","-0,72%"
"14.11.2022","133,91","134,80","135,73","133,91","11,09M","-1,03%"
"11.11.2022","135,30","135,19","136,17","133,78","10,70M","0,16%"
"10.11.2022","135,08","132,63","135,25","132,53","16,35M","4,12%"
"09.11.2022","129,74","131,32","131,43","129,22","9,49M","-1,30%"
"08.11.2022","131,45","131,24","132,06","130,14","9,88M","0,06%"
"07.11.2022","131,37","131,00","132,29","130,48","12,01M","0,53%"
"04.11.2022","130,68","129,49","130,83","128,46","14,35M","2,74%"
"03.11.2022","127,20","126,31","128,18","125,91","12,47M","0,18%"
"02.11.2022","126,97","127,65","130,36","126,64","16,55M","-0,92%"
"01.11.2022","128,15","126,87","128,28","126,33","13,39M","1,80%"
"31.10.2022","125,88","125,70","127,43","125,59","13,30M","-0,16%"
"28.10.2022","126,08","125,29","126,28","124,05","11,86M","1,19%"
"27.10.2022","124,60","125,20","126,20","124,21","10,73M","0,39%"
"26.10.2022","124,11","123,00","125,20","122,88","11,67M","1,15%"
"25.10.2022","122,70","121,85","123,27","120,89","11,29M","0,26%"
"24.10.2022","122,38","122,07","123,10","121,33","12,62M","0,12%"
"21.10.2022","122,23","116,46","122,39","116,33","20,59M","5,25%"
"20.10.2022","116,13","117,16","118,71","115,65","12,21M","-0,33%"
"19.10.2022","116,51","117,99","118,83","115,67","17,07M","-1,96%"
"18.10.2022","118,84","119,66","120,14","116,96","21,54M","2,57%"
"17.10.2022","115,86","115,41","117,01","114,32","22,28M","4,20%"
"14.10.2022","111,19","111,96","115,24","110,72","33,42M","1,66%"
"13.10.2022","109,37","101,98","109,90","101,76","22,40M","5,56%"
"12.10.2022","103,61","101,80","104,73","101,28","13,18M","1,62%"
"11.10.2022","101,96","104,37","104,54","101,85","12,74M","-2,89%"
"10.10.2022","104,99","106,73","107,31","104,52","8,93M","-0,93%"
"07.10.2022","105,98","107,52","107,71","105,26","11,68M","-2,00%"
